ID_Envio,Operador_Logistico,Tipo_Paquete,Tipo_Vehiculo,Modo_Envio,Zona,Clima,Distancia_Km,Peso_Kg,Tiempo_Real_Hs,Tiempo_Esperado_Hs,Con_Demora,Estado_Envio,Calificacion,Costo_Envio,Desvio_Hs
11549.0,Ekart,Autopartes,Motocicleta,Estándar,Centro,Neblina,179.7,27.05,9.0,24.0,No,Entregado,3,979.65,-15.0
11550.0,Ekart,Documentación,Motocicleta,48 hs,Este,Lluvia,40.9,24.34,6.0,16.0,No,Entregado,5,277.52,-10.0
11552.0,Delhivery,Documentación,Camión,Expreso,Sur,Lluvia,3.6,49.52,3.0,2.0,Si,Fallido,2,204.19,1.0
11553.0,Xpressbees,Documentación,Furgoneta,Mismo día,Oeste,Lluvia,205.7,27.32,9.0,8.0,Si,Fallido,1,1210.46,1.0
11554.0,Xpressbees,Documentación,Motocicleta,Expreso,Norte,Tormenta,114.4,13.29,10.0,4.0,Si,Demorado,3,661.87,6.0
11555.0,Xpressbees,Documentación,Furgoneta,Estándar,Sur,Despejado,59.8,23.76,1.0,24.0,No,Entregado,4,370.28,-23.0
11556.0,Fedex,Cosmética,Motocicleta,Expreso,Norte,Despejado,68.9,8.53,1.0,3.0,No,Entregado,5,420.09,-2.0
11557.0,Dhl,Frágil,Motocicleta,Expreso,Oeste,Frío,3.6,17.66,2.0,2.0,No,Entregado,4,118.48,0.0
11558.0,Xpressbees,Indumentaria,Motocicleta,Mismo día,Oeste,Lluvia,252.4,14.5,12.0,8.0,Si,Demorado,3,1405.5,4.0
11559.0,Amazon logistics,Muebles,Camión,Mismo día,Oeste,Tormenta,3.6,30.9,7.0,8.0,No,Entregado,3,204.2,-1.0
11560.0,Delhivery,Documentación,Motocicleta,48 hs,Centro,Despejado,107.3,30.65,2.0,16.0,No,Entregado,5,628.45,-14.0
11561.0,Dhl,Frágil,Furgoneta,Mismo día,Este,Calor,190.9,39.27,8.0,8.0,Si,Fallido,2,1172.31,0.0
11562.0,Ecom express,Electrónica,Motocicleta,48 hs,Oeste,Tormenta,245.5,34.8,10.0,16.0,No,Entregado,3,1331.9,-6.0
11564.0,Ecom express,Documentación,Furgoneta,48 hs,Oeste,Tormenta,84.9,1.37,4.0,16.0,No,Entregado,4,428.61,-12.0
11566.0,Fedex,Autopartes,Camión,Mismo día,Centro,Frío,222.4,5.03,6.0,8.0,No,Entregado,5,1227.09,-2.0
11567.0,Blue dart,Muebles,Motocicleta,48 hs,Oeste,Tormenta,152.9,9.74,9.0,16.0,No,Entregado,5,793.72,-7.0
11569.0,Fedex,Frágil,Motocicleta,Estándar,Este,Neblina,212.3,41.82,7.0,24.0,No,Entregado,4,1186.96,-17.0
11570.0,Ekart,Cosmética,Furgoneta,48 hs,Sur,Frío,297.1,15.17,12.0,16.0,No,Entregado,4,1535.51,-4.0
11571.0,Delhivery,Indumentaria,Camión,48 hs,Oeste,Calor,68.5,2.0,2.0,16.0,No,Entregado,4,348.5,-14.0
11572.0,Xpressbees,Muebles,Furgoneta,Mismo día,Norte,Lluvia,188.7,14.51,13.0,8.0,Si,Demorado,2,1087.03,5.0
11574.0,Amazon logistics,Muebles,Motocicleta,Estándar,Oeste,Frío,185.0,22.64,6.0,24.0,No,Entregado,5,992.92,-18.0
11576.0,Amazon logistics,Frágil,Furgoneta,Expreso,Centro,Calor,292.3,10.64,11.0,7.0,Si,Demorado,3,1543.42,4.0
11577.0,Amazon logistics,Autopartes,Motocicleta,48 hs,Oeste,Neblina,76.8,17.97,6.0,16.0,No,Entregado,5,437.91,-10.0
11578.0,Amazon logistics,Electrónica,Furgoneta,Estándar,Centro,Lluvia,262.0,33.87,7.0,24.0,No,Entregado,4,1411.61,-17.0
11579.0,Ecom express,Frágil,Camión,Mismo día,Oeste,Despejado,198.3,3.02,6.0,8.0,No,Entregado,4,1100.56,-2.0
11580.0,Fedex,Frágil,Camión,Estándar,Norte,Frío,272.2,3.87,7.0,24.0,No,Entregado,5,1372.61,-17.0
11582.0,Amazon logistics,Muebles,Furgoneta,Expreso,Centro,Tormenta,198.2,14.66,9.0,5.0,Si,Fallido,2,1084.98,4.0
11583.0,Blue dart,Electrónica,Motocicleta,48 hs,Sur,Despejado,14.9,1.03,2.0,16.0,No,Entregado,4,95.6674,-14.0
11585.0,Dhl,Documentación,Camión,Expreso,Este,Lluvia,67.4,15.21,6.0,3.0,Si,Demorado,3,432.63,3.0
11586.0,Blue dart,Autopartes,Motocicleta,Estándar,Este,Frío,102.4,14.87,3.0,24.0,No,Entregado,5,556.61,-21.0
11587.0,Blue dart,Electrónica,Camión,Expreso,Este,Tormenta,119.8,28.11,10.0,4.0,Si,Demorado,2,733.33,6.0
11589.0,Ecom express,Muebles,Furgoneta,Expreso,Norte,Neblina,281.0,35.61,12.0,7.0,Si,Demorado,3,1561.83,5.0
11590.0,Xpressbees,Autopartes,Motocicleta,Expreso,Este,Despejado,231.7,22.85,6.0,6.0,No,Entregado,4,1277.05,0.0
11591.0,Delhivery,Frágil,Camión,Estándar,Este,Calor,46.4,6.93,0.0,24.0,No,Entregado,4,252.79,-24.0
11592.0,Shadowfax,Autopartes,Camión,48 hs,Oeste,Despejado,119.1,27.49,4.0,16.0,No,Entregado,5,677.97,-12.0
11593.0,Shadowfax,Documentación,Motocicleta,48 hs,Centro,Frío,3.6,45.04,2.0,16.0,No,Entregado,4,148.12,-14.0
11594.0,Fedex,Documentación,Furgoneta,Estándar,Sur,Lluvia,257.2,0.67,12.0,24.0,No,Entregado,5,1287.23,-12.0
11595.0,Shadowfax,Farmacia,Motocicleta,Estándar,Centro,Frío,42.2,3.79,2.0,24.0,No,Entregado,3,222.37,-22.0
11597.0,Fedex,Electrónica,Furgoneta,Expreso,Centro,Neblina,159.8,33.86,8.0,5.0,Si,Fallido,1,950.58,3.0
11598.0,Shadowfax,Frágil,Camión,Mismo día,Norte,Frío,76.7,33.5,3.0,8.0,No,Entregado,4,584.0,-5.0
11599.0,Shadowfax,Electrónica,Furgoneta,Expreso,Sur,Calor,174.5,0.67,6.0,5.0,Si,Demorado,3,924.21,1.0
11600.0,Dhl,Indumentaria,Furgoneta,Mismo día,Oeste,Tormenta,91.7,17.07,7.0,8.0,No,Entregado,5,609.71,-1.0
11601.0,Ecom express,Autopartes,Furgoneta,Expreso,Sur,Lluvia,94.9,27.41,7.0,3.0,Si,Demorado,2,606.73,4.0
11602.0,Dhl,Cosmética,Motocicleta,Estándar,Norte,Tormenta,40.6,8.75,5.0,24.0,No,Entregado,5,229.25,-19.0
11603.0,Amazon logistics,Farmacia,Furgoneta,Estándar,Sur,Tormenta,165.0,5.4,7.0,24.0,No,Entregado,5,841.2,-17.0
11604.0,Shadowfax,Indumentaria,Motocicleta,48 hs,Norte,Lluvia,269.2,36.51,9.0,16.0,No,Entregado,4,1455.53,-7.0
11605.0,Xpressbees,Documentación,Furgoneta,48 hs,Oeste,Tormenta,104.5,9.3,8.0,16.0,No,Entregado,5,550.4,-8.0
11606.0,Xpressbees,Indumentaria,Motocicleta,Expreso,Sur,Frío,173.4,44.51,9.0,5.0,Si,Demorado,2,1050.53,4.0
11607.0,Xpressbees,Farmacia,Furgoneta,Mismo día,Oeste,Neblina,113.5,25.73,7.0,8.0,No,Entregado,3,744.69,-1.0
11608.0,Shadowfax,Muebles,Furgoneta,Mismo día,Norte,Neblina,85.2,5.97,4.0,8.0,No,Entregado,4,543.91,-4.0
11610.0,Fedex,Cosmética,Furgoneta,Mismo día,Sur,Neblina,76.8,18.37,5.0,8.0,No,Entregado,5,539.11,-3.0
11611.0,Dhl,Frágil,Furgoneta,Expreso,Sur,Tormenta,207.6,41.31,10.0,6.0,Si,Demorado,2,1211.93,4.0
11612.0,Xpressbees,Cosmética,Motocicleta,Estándar,Norte,Frío,273.9,43.42,8.0,24.0,No,Entregado,5,1499.76,-16.0
11613.0,Amazon logistics,Electrónica,Camión,Expreso,Norte,Calor,126.3,8.69,4.0,4.0,No,Entregado,5,707.57,0.0
11614.0,Xpressbees,Farmacia,Camión,Estándar,Centro,Calor,203.0,18.97,5.0,24.0,No,Entregado,3,1071.91,-19.0
11615.0,Xpressbees,Indumentaria,Furgoneta,Expreso,Centro,Lluvia,74.3,5.97,5.0,3.0,Si,Demorado,2,439.41,2.0
11616.0,Amazon logistics,Documentación,Motocicleta,Expreso,Norte,Calor,155.4,27.35,5.0,5.0,Si,Demorado,2,909.05,0.0
11617.0,Dhl,Autopartes,Motocicleta,Expreso,Sur,Despejado,178.5,37.49,6.0,5.0,Si,Fallido,2,1054.97,1.0
11619.0,Dhl,Frágil,Motocicleta,48 hs,Este,Lluvia,207.2,42.43,9.0,16.0,No,Entregado,5,1163.29,-7.0
11620.0,Xpressbees,Documentación,Camión,Estándar,Oeste,Despejado,88.5,20.21,2.0,24.0,No,Entregado,5,503.13,-22.0
11621.0,Amazon logistics,Autopartes,Motocicleta,Expreso,Centro,Frío,234.2,37.76,9.0,6.0,Si,Fallido,1,1334.28,3.0
11622.0,Fedex,Documentación,Motocicleta,Expreso,Centro,Neblina,254.6,41.19,6.0,7.0,No,Entregado,4,1446.57,-1.0
11623.0,Amazon logistics,Indumentaria,Motocicleta,Expreso,Sur,Tormenta,165.0,28.82,7.0,5.0,Si,Demorado,2,961.46,2.0
11624.0,Delhivery,Documentación,Camión,Expreso,Sur,Neblina,171.2,22.48,9.0,5.0,Si,Demorado,3,973.44,4.0
11625.0,Shadowfax,Indumentaria,Motocicleta,48 hs,Sur,Calor,204.2,33.97,8.0,16.0,No,Entregado,5,1122.91,-8.0
11626.0,Xpressbees,Farmacia,Camión,48 hs,Norte,Calor,140.6,9.39,5.0,16.0,No,Entregado,4,731.17,-11.0
11627.0,Fedex,Indumentaria,Motocicleta,Estándar,Este,Despejado,173.1,14.96,4.0,24.0,No,Entregado,4,910.38,-20.0
11628.0,Xpressbees,Indumentaria,Furgoneta,Mismo día,Norte,Calor,207.9,1.82,6.0,8.0,No,Entregado,5,1144.96,-2.0
11629.0,Fedex,Cosmética,Motocicleta,Mismo día,Norte,Tormenta,82.4,48.33,7.0,8.0,No,Entregado,3,656.99,-1.0
11630.0,Fedex,Electrónica,Furgoneta,48 hs,Norte,Frío,25.9,17.22,2.0,16.0,No,Entregado,4,181.16,-14.0
11632.0,Amazon logistics,Cosmética,Motocicleta,Expreso,Este,Despejado,119.9,38.39,3.0,4.0,No,Entregado,4,764.67,-1.0
11633.0,Ekart,Muebles,Motocicleta,48 hs,Sur,Lluvia,268.0,0.84,12.0,16.0,No,Entregado,5,1342.52,-4.0
11634.0,Ekart,Electrónica,Motocicleta,Expreso,Este,Neblina,272.2,7.57,9.0,7.0,Si,Demorado,3,1433.71,2.0
11635.0,Dhl,Indumentaria,Motocicleta,Mismo día,Oeste,Calor,185.7,5.75,4.0,8.0,No,Entregado,4,1045.75,-4.0
11636.0,Blue dart,Autopartes,Motocicleta,Expreso,Oeste,Calor,29.8,31.65,3.0,2.0,Si,Demorado,2,293.95,1.0
11637.0,Dhl,Cosmética,Motocicleta,48 hs,Este,Calor,42.6,27.0,3.0,16.0,No,Entregado,4,294.0,-13.0
11639.0,Ekart,Frágil,Furgoneta,48 hs,Sur,Despejado,134.5,2.94,7.0,16.0,No,Entregado,3,681.32,-9.0
11640.0,Dhl,Electrónica,Furgoneta,Estándar,Centro,Lluvia,202.3,45.25,10.0,24.0,No,Entregado,5,1147.25,-14.0
11641.0,Fedex,Electrónica,Furgoneta,Mismo día,Norte,Neblina,281.8,17.53,12.0,8.0,Si,Fallido,1,1561.59,4.0
11642.0,Xpressbees,Frágil,Furgoneta,Estándar,Norte,Calor,68.1,22.07,2.0,24.0,No,Entregado,3,406.71,-22.0
11643.0,Ekart,Cosmética,Motocicleta,Estándar,Oeste,Frío,41.9,15.58,2.0,24.0,No,Entregado,4,256.24,-22.0
11644.0,Amazon logistics,Farmacia,Furgoneta,Mismo día,Oeste,Despejado,81.3,43.86,3.0,8.0,No,Entregado,4,638.08,-5.0
11646.0,Xpressbees,Frágil,Motocicleta,Expreso,Norte,Neblina,12.1,10.65,4.0,2.0,Si,Fallido,1,142.45,2.0
11647.0,Blue dart,Farmacia,Motocicleta,Estándar,Centro,Tormenta,249.0,8.3,13.0,24.0,No,Entregado,3,1269.9,-11.0
11651.0,Fedex,Farmacia,Motocicleta,Expreso,Norte,Lluvia,218.4,27.99,8.0,6.0,Si,Demorado,3,1225.97,2.0
11652.0,Blue dart,Farmacia,Motocicleta,Expreso,Oeste,Frío,243.1,43.01,11.0,6.0,Si,Demorado,3,1394.53,5.0
11653.0,Fedex,Frágil,Motocicleta,Mismo día,Oeste,Tormenta,196.6,13.19,13.0,8.0,Si,Demorado,3,1122.57,5.0
11655.0,Xpressbees,Documentación,Camión,Mismo día,Sur,Frío,64.2,13.52,2.0,8.0,No,Entregado,3,461.56,-6.0
11656.0,Ekart,Farmacia,Furgoneta,48 hs,Este,Neblina,293.7,22.0,11.0,16.0,No,Entregado,5,1534.5,-5.0
11657.0,Dhl,Farmacia,Motocicleta,48 hs,Norte,Calor,124.3,48.25,5.0,16.0,No,Entregado,5,766.25,-11.0
11658.0,Fedex,Documentación,Motocicleta,Expreso,Este,Frío,152.5,49.52,5.0,5.0,Si,Demorado,2,961.93,0.0
11659.0,Fedex,Electrónica,Furgoneta,Mismo día,Centro,Neblina,62.4,26.2,5.0,8.0,No,Entregado,5,490.6,-3.0
11660.0,Amazon logistics,Documentación,Furgoneta,Estándar,Centro,Despejado,36.0,41.48,1.0,24.0,No,Entregado,4,304.44,-23.0
11661.0,Dhl,Electrónica,Furgoneta,Estándar,Oeste,Neblina,135.0,25.76,8.0,24.0,No,Entregado,5,752.28,-16.0
11662.0,Xpressbees,Electrónica,Furgoneta,48 hs,Sur,Neblina,190.7,6.08,6.0,16.0,No,Entregado,4,971.74,-10.0
11663.0,Amazon logistics,Autopartes,Motocicleta,Expreso,Sur,Tormenta,262.1,6.8,12.0,7.0,Si,Demorado,2,1380.9,5.0
11664.0,Ekart,Frágil,Motocicleta,48 hs,Oeste,Tormenta,99.4,20.94,10.0,16.0,No,Entregado,3,559.82,-6.0
11665.0,Amazon logistics,Electrónica,Camión,Expreso,Norte,Tormenta,121.3,19.62,4.0,4.0,Si,Demorado,2,715.36,0.0
11667.0,Dhl,Documentación,Camión,Expreso,Este,Frío,212.8,11.94,4.0,6.0,No,Entregado,5,1149.82,-2.0
11668.0,Shadowfax,Autopartes,Motocicleta,Estándar,Norte,Lluvia,85.7,25.22,7.0,24.0,No,Entregado,5,504.16,-17.0
11670.0,Fedex,Documentación,Motocicleta,Mismo día,Sur,Tormenta,15.3,3.07,6.0,8.0,No,Entregado,3,185.71,-2.0
11671.0,Ekart,Farmacia,Motocicleta,Expreso,Centro,Lluvia,193.5,15.07,11.0,5.0,Si,Demorado,2,1062.71,6.0
11672.0,Delhivery,Muebles,Motocicleta,Expreso,Norte,Frío,291.7,2.6,10.0,7.0,Si,Demorado,2,1516.3,3.0
11673.0,Ecom express,Indumentaria,Motocicleta,48 hs,Norte,Lluvia,18.6,25.44,6.0,16.0,No,Entregado,4,169.32,-10.0
11674.0,Amazon logistics,Documentación,Camión,Expreso,Este,Neblina,166.3,32.22,5.0,5.0,Si,Demorado,2,978.16,0.0
11675.0,Amazon logistics,Indumentaria,Camión,Mismo día,Centro,Lluvia,111.2,5.11,8.0,8.0,Si,Demorado,3,671.33,0.0
11676.0,Fedex,Cosmética,Motocicleta,Estándar,Norte,Tormenta,124.2,36.25,9.0,24.0,No,Entregado,5,729.75,-15.0
11677.0,Amazon logistics,Autopartes,Motocicleta,48 hs,Norte,Despejado,72.2,40.27,2.0,16.0,No,Entregado,4,481.81,-14.0
11678.0,Fedex,Frágil,Furgoneta,Mismo día,Oeste,Calor,271.9,13.97,6.0,8.0,No,Entregado,5,1501.41,-2.0
11680.0,Blue dart,Muebles,Furgoneta,Mismo día,Este,Despejado,25.6,46.56,2.0,8.0,No,Entregado,3,367.68,-6.0
11681.0,Ekart,Electrónica,Motocicleta,Mismo día,Norte,Frío,30.9,41.99,2.0,8.0,No,Entregado,4,380.47,-6.0
11683.0,Ecom express,Electrónica,Motocicleta,Expreso,Sur,Lluvia,171.2,7.57,12.0,5.0,Si,Demorado,3,928.71,7.0
11684.0,Ekart,Cosmética,Motocicleta,Estándar,Oeste,Neblina,76.9,18.41,4.0,24.0,No,Entregado,4,439.73,-20.0
11685.0,Shadowfax,Autopartes,Camión,Estándar,Este,Neblina,270.2,2.87,9.0,24.0,No,Entregado,5,1359.61,-15.0
11686.0,Ekart,Indumentaria,Motocicleta,48 hs,Centro,Tormenta,233.3,19.33,11.0,16.0,No,Entregado,5,1224.49,-5.0
11687.0,Shadowfax,Cosmética,Motocicleta,Estándar,Norte,Despejado,183.5,2.68,7.0,24.0,No,Entregado,4,925.54,-17.0
11688.0,Shadowfax,Farmacia,Motocicleta,Expreso,Norte,Lluvia,81.7,42.23,4.0,3.0,Si,Demorado,3,585.19,1.0
11690.0,Fedex,Cosmética,Furgoneta,48 hs,Sur,Despejado,50.9,39.67,3.0,16.0,No,Entregado,4,373.51,-13.0
11691.0,Delhivery,Cosmética,Motocicleta,Expreso,Sur,Despejado,279.4,8.16,7.0,7.0,Si,Demorado,3,1471.48,0.0
11692.0,Ecom express,Documentación,Motocicleta,Mismo día,Centro,Calor,98.4,24.42,4.0,8.0,No,Entregado,4,665.26,-4.0
11693.0,Xpressbees,Frágil,Furgoneta,Mismo día,Sur,Frío,211.6,31.13,7.0,8.0,No,Entregado,4,1251.39,-1.0
11694.0,Ecom express,Farmacia,Motocicleta,Estándar,Norte,Calor,211.3,42.93,8.0,24.0,No,Entregado,5,1185.29,-16.0
11695.0,Amazon logistics,Documentación,Furgoneta,Expreso,Norte,Frío,161.1,4.67,4.0,5.0,No,Entregado,4,869.51,-1.0
11696.0,Blue dart,Cosmética,Motocicleta,48 hs,Centro,Frío,100.8,9.92,6.0,16.0,No,Entregado,4,533.76,-10.0
11697.0,Xpressbees,Farmacia,Motocicleta,Mismo día,Norte,Frío,77.7,33.05,4.0,8.0,No,Entregado,4,587.65,-4.0
11698.0,Delhivery,Indumentaria,Motocicleta,Mismo día,Centro,Calor,131.1,27.3,6.0,8.0,No,Entregado,4,837.4,-2.0
11699.0,Ecom express,Indumentaria,Motocicleta,48 hs,Norte,Lluvia,272.7,34.65,11.0,16.0,No,Entregado,5,1467.45,-5.0
11700.0,Amazon logistics,Documentación,Camión,Estándar,Sur,Calor,95.5,15.54,3.0,24.0,No,Entregado,5,524.12,-21.0
11701.0,Xpressbees,Electrónica,Camión,Mismo día,Norte,Calor,184.5,29.91,6.0,8.0,No,Entregado,4,1112.23,-2.0
11703.0,Amazon logistics,Muebles,Motocicleta,Estándar,Centro,Neblina,52.6,19.18,5.0,24.0,No,Entregado,3,320.54,-19.0
11704.0,Amazon logistics,Cosmética,Furgoneta,48 hs,Centro,Frío,5.3,31.87,2.0,16.0,No,Entregado,4,122.11,-14.0
11705.0,Delhivery,Indumentaria,Motocicleta,48 hs,Sur,Tormenta,274.1,6.2,13.0,16.0,No,Entregado,4,1389.1,-3.0
11706.0,Delhivery,Farmacia,Furgoneta,48 hs,Norte,Calor,185.6,17.21,8.0,16.0,No,Entregado,5,979.63,-8.0
11707.0,Ecom express,Farmacia,Furgoneta,Expreso,Oeste,Frío,223.1,1.51,5.0,6.0,No,Entregado,5,1170.03,-1.0
11708.0,Ekart,Muebles,Furgoneta,Mismo día,Sur,Despejado,216.6,26.9,7.0,8.0,No,Entregado,5,1263.7,-1.0
11709.0,Dhl,Autopartes,Camión,Estándar,Centro,Tormenta,7.1,37.91,8.0,24.0,No,Entregado,5,149.23,-16.0
11710.0,Delhivery,Documentación,Motocicleta,Estándar,Norte,Calor,141.5,25.71,3.0,24.0,No,Entregado,5,784.63,-21.0
11712.0,Amazon logistics,Electrónica,Motocicleta,Expreso,Oeste,Lluvia,220.3,20.95,9.0,6.0,Si,Demorado,2,1214.35,3.0
11714.0,Shadowfax,Electrónica,Camión,Estándar,Oeste,Calor,186.6,38.75,6.0,24.0,No,Entregado,3,1049.25,-18.0
11715.0,Shadowfax,Autopartes,Motocicleta,48 hs,Este,Tormenta,88.4,18.13,9.0,16.0,No,Entregado,5,496.39,-7.0
11716.0,Fedex,Documentación,Camión,Mismo día,Centro,Frío,109.4,13.78,5.0,8.0,No,Entregado,5,688.34,-3.0
11717.0,Fedex,Frágil,Camión,Expreso,Oeste,Tormenta,3.6,24.31,7.0,2.0,Si,Demorado,3,129.43,5.0
11718.0,Fedex,Indumentaria,Furgoneta,Expreso,Norte,Despejado,203.3,20.77,4.0,6.0,No,Entregado,5,1128.81,-2.0
11719.0,Ecom express,Documentación,Furgoneta,Mismo día,Centro,Despejado,78.7,8.1,3.0,8.0,No,Entregado,4,517.8,-5.0
11720.0,Ekart,Indumentaria,Motocicleta,Expreso,Este,Despejado,109.3,30.8,6.0,4.0,Si,Demorado,3,688.9,2.0
11722.0,Shadowfax,Farmacia,Motocicleta,48 hs,Oeste,Calor,262.7,3.41,9.0,16.0,No,Entregado,5,1323.73,-7.0
11724.0,Delhivery,Farmacia,Furgoneta,48 hs,Sur,Calor,134.1,44.51,3.0,16.0,No,Entregado,4,804.03,-13.0
11725.0,Ekart,Frágil,Motocicleta,Expreso,Norte,Calor,109.0,44.64,5.0,4.0,Si,Demorado,3,728.92,1.0
11726.0,Shadowfax,Electrónica,Furgoneta,Estándar,Centro,Calor,61.9,21.53,4.0,24.0,No,Entregado,4,374.09,-20.0
11728.0,Xpressbees,Farmacia,Motocicleta,Expreso,Norte,Neblina,77.6,14.4,4.0,3.0,Si,Demorado,3,481.2,1.0
11729.0,Ecom express,Muebles,Motocicleta,Estándar,Oeste,Despejado,95.5,36.73,3.0,24.0,No,Entregado,5,587.69,-21.0
11730.0,Xpressbees,Indumentaria,Motocicleta,Mismo día,Norte,Frío,248.3,14.6,7.0,8.0,No,Entregado,5,1385.3,-1.0
11731.0,Shadowfax,Indumentaria,Camión,Expreso,Centro,Calor,125.7,18.27,3.0,4.0,No,Entregado,4,733.31,-1.0
11733.0,Dhl,Farmacia,Furgoneta,Mismo día,Norte,Frío,231.7,6.98,8.0,8.0,Si,Fallido,2,1279.44,0.0
11734.0,Amazon logistics,Autopartes,Motocicleta,Expreso,Oeste,Frío,106.6,4.93,2.0,4.0,No,Entregado,4,597.79,-2.0
11736.0,Xpressbees,Muebles,Furgoneta,Estándar,Oeste,Neblina,99.2,26.8,5.0,24.0,No,Entregado,3,576.4,-19.0
11737.0,Blue dart,Documentación,Camión,Expreso,Centro,Lluvia,27.6,23.98,5.0,2.0,Si,Demorado,3,259.94,3.0
11738.0,Blue dart,Electrónica,Motocicleta,Estándar,Centro,Neblina,204.9,12.88,8.0,24.0,No,Entregado,4,1063.14,-16.0
11741.0,Shadowfax,Indumentaria,Motocicleta,48 hs,Oeste,Despejado,287.0,6.42,11.0,16.0,No,Entregado,4,1454.26,-5.0
11742.0,Shadowfax,Cosmética,Motocicleta,Expreso,Centro,Calor,134.8,27.04,5.0,4.0,Si,Demorado,2,805.12,1.0
11743.0,Shadowfax,Documentación,Camión,Mismo día,Este,Frío,6.0,36.98,0.0,8.0,No,Entregado,3,240.94,-8.0
11744.0,Ekart,Documentación,Furgoneta,Mismo día,Este,Despejado,108.8,3.21,3.0,8.0,No,Entregado,5,653.63,-5.0
11746.0,Blue dart,Autopartes,Camión,Estándar,Centro,Despejado,80.6,13.46,3.0,24.0,No,Entregado,5,443.38,-21.0
11747.0,Fedex,Farmacia,Camión,Expreso,Norte,Calor,10.1,38.92,2.0,2.0,Si,Demorado,2,217.26,0.0
11749.0,Delhivery,Frágil,Furgoneta,Expreso,Sur,Tormenta,186.4,3.3,10.0,5.0,Si,Demorado,2,991.9,5.0
11750.0,Blue dart,Electrónica,Motocicleta,Mismo día,Este,Tormenta,149.6,11.77,7.0,8.0,No,Entregado,5,883.31,-1.0
11752.0,Fedex,Muebles,Camión,48 hs,Norte,Lluvia,90.7,26.77,5.0,16.0,No,Entregado,4,533.81,-11.0
11753.0,Fedex,Muebles,Camión,Expreso,Este,Tormenta,191.7,40.41,10.0,5.0,Si,Fallido,1,1129.73,5.0
11754.0,Shadowfax,Cosmética,Motocicleta,Estándar,Centro,Neblina,11.2,28.42,1.0,24.0,No,Entregado,4,141.26,-23.0
11755.0,Dhl,Cosmética,Motocicleta,Expreso,Oeste,Neblina,88.0,46.94,6.0,3.0,Si,Fallido,1,630.82,3.0
11756.0,Blue dart,Muebles,Camión,Mismo día,Este,Calor,14.2,12.76,0.0,8.0,No,Entregado,5,209.28,-8.0
11757.0,Delhivery,Autopartes,Motocicleta,Mismo día,Norte,Frío,65.4,3.71,1.0,8.0,No,Entregado,5,438.13,-7.0
11758.0,Xpressbees,Autopartes,Furgoneta,48 hs,Oeste,Lluvia,252.2,15.52,15.0,16.0,No,Entregado,5,1307.56,-1.0
11759.0,Ecom express,Muebles,Motocicleta,48 hs,Oeste,Tormenta,113.0,22.34,9.0,16.0,No,Entregado,3,632.02,-7.0
11760.0,Ekart,Autopartes,Motocicleta,Estándar,Este,Tormenta,26.2,16.73,5.0,24.0,No,Entregado,3,181.19,-19.0
11761.0,Blue dart,Farmacia,Camión,Estándar,Sur,Frío,293.3,27.55,8.0,24.0,No,Entregado,5,1549.15,-16.0
11762.0,Ekart,Indumentaria,Furgoneta,Estándar,Sur,Tormenta,133.3,28.35,10.0,24.0,No,Entregado,3,751.55,-14.0
11763.0,Blue dart,Indumentaria,Furgoneta,Estándar,Sur,Neblina,56.3,16.07,2.0,24.0,No,Entregado,3,329.71,-22.0
11764.0,Ekart,Electrónica,Furgoneta,Expreso,Sur,Frío,108.0,45.53,3.0,4.0,No,Entregado,4,726.59,-1.0
11765.0,Fedex,Indumentaria,Furgoneta,Estándar,Norte,Frío,13.3,18.75,1.0,24.0,No,Entregado,5,122.75,-23.0
11766.0,Amazon logistics,Documentación,Motocicleta,48 hs,Sur,Calor,125.0,25.96,4.0,16.0,No,Entregado,4,702.88,-12.0
11767.0,Xpressbees,Electrónica,Motocicleta,Expreso,Centro,Frío,109.4,25.62,3.0,4.0,No,Entregado,3,673.86,-1.0
11768.0,Ecom express,Farmacia,Motocicleta,Estándar,Este,Calor,275.2,43.75,7.0,24.0,No,Entregado,4,1507.25,-17.0
11770.0,Fedex,Farmacia,Camión,Estándar,Centro,Calor,189.0,13.59,7.0,24.0,No,Entregado,5,985.77,-17.0
11771.0,Dhl,Muebles,Motocicleta,48 hs,Centro,Frío,284.4,34.79,5.0,16.0,No,Entregado,5,1526.37,-11.0
11772.0,Delhivery,Documentación,Camión,48 hs,Este,Frío,43.8,10.31,4.0,16.0,No,Entregado,5,249.93,-12.0
11773.0,Dhl,Farmacia,Furgoneta,48 hs,Sur,Calor,158.9,49.23,4.0,16.0,No,Entregado,4,942.19,-12.0
11774.0,Ekart,Autopartes,Furgoneta,Expreso,Este,Lluvia,194.4,39.48,6.0,5.0,Si,Demorado,3,1140.44,1.0
11775.0,Fedex,Documentación,Furgoneta,Mismo día,Centro,Calor,142.0,4.63,5.0,8.0,No,Entregado,4,823.89,-3.0
11776.0,Blue dart,Documentación,Motocicleta,Estándar,Sur,Despejado,59.0,42.69,3.0,24.0,No,Entregado,3,423.07,-21.0
11777.0,Xpressbees,Muebles,Motocicleta,Estándar,Centro,Tormenta,81.0,28.99,7.0,24.0,No,Entregado,3,491.97,-17.0
11778.0,Amazon logistics,Frágil,Furgoneta,Mismo día,Este,Lluvia,5.6,9.96,5.0,8.0,No,Entregado,3,157.88,-3.0
11779.0,Ecom express,Muebles,Camión,Mismo día,Oeste,Despejado,77.6,3.09,2.0,8.0,No,Entregado,5,497.27,-6.0
